,train,val
0,1.1274115807869856,1.7517196450914656
1,0.845338786349577,0.9011394807270595
2,0.7862756925470689,2.4828597477504184
3,0.7536201252656825,0.929146272795541
4,0.7169480460531571,0.8253665396145412
5,0.6987089013352114,2.7749784333365306
6,0.6979857174789205,0.9057248149599347
7,0.6820999717011171,0.7981069002832685
8,0.6687580168247222,0.8228846022060939
9,0.6423563410254086,0.8479846290179661
10,0.6464900167549358,1.5322176899228777
11,0.606269801714841,0.7849386206695012
12,0.5957419458557578,0.7495643283639636
13,0.6031732240143944,0.9556844915662494
14,0.5912503084715675,0.8372680800301688
15,0.6014818910290213,0.7518243661948613
16,0.5648730446310605,0.7964481072766441
17,0.5650767606847427,0.7402665444782802
18,0.5732439973775079,0.7185883862631661
19,0.5481199173366322,1.260122503553118
20,0.5505267812925226,0.653030527489526
21,0.5429683317156399,0.8267405203410557
22,0.5349248447838951,0.7365126780101231
23,0.5344084748450447,0.9369259646960667
24,0.5380508692825542,0.7912478787558419
25,0.5122795630903805,0.6227788627147675
26,0.518876103443258,2.2768012455531528
27,0.5259819619795856,0.8090428965432304
28,0.49232519233928007,0.7722681675638471
29,0.4934652296935811,0.7184436747006008
30,0.4894730922053842,0.8678569155079978
31,0.4670678941642537,0.6704378085477012
32,0.48624666333198546,0.593256550175803
33,0.48679478326264547,0.6497753347669329
34,0.47516867448301875,0.623317118201937
35,0.4798450331477558,0.8025446959904262
36,0.4653893421677982,0.6686686490263257
37,0.4782864237532896,0.5823189658778054
38,0.4613515157909954,0.5696189403533936
39,0.44366900289759914,0.6464867123535701
40,0.4549657032770269,0.629840075969696
41,0.444777671028586,1.5152611221585954
42,0.45269710316377526,0.5169475674629211
43,0.44521611788693594,0.8621616789272853
44,0.4619221107048147,0.5572672060557774
45,0.4369814418694552,0.4915275956903185
46,0.4452720053055707,0.47845326151166645
47,0.4141396522521973,0.4565232310976301
48,0.42484389315633214,0.5310482808521816
49,0.4183108296464471,0.6001491972378322
50,0.4126976793303209,0.46114995224135263
51,0.4253131645567277,0.463050263268607
52,0.4116441181477378,0.5155154296330043
53,0.40849494127666247,0.8996908579553876
54,0.4128042363068637,0.4676916982446398
55,0.4017470354543013,0.6866556704044342
56,0.42455673708635217,0.4445968121290207
57,0.41784105932011323,0.49377547417368206
58,0.4136933873681461,0.44659486413002014
59,0.40835678261869096,0.4847991338797978
60,0.39217698030612047,0.5095965734549931
61,0.395301000510945,0.5231383187430245
62,0.39393443815848406,0.5048721219812121
63,0.39677850498872647,0.5200492697102683
64,0.3841341306181515,2.0845253467559814
65,0.404692621792064,0.5014363442148481
66,0.3935968642725664,0.45135930819170816
67,0.3793595941627727,0.6000638689313617
68,0.38884716612451214,0.4549101825271334
69,0.3851365620599074,0.4671504476240703
70,0.37453664558775285,0.5172405072620937
71,0.37743179728003107,0.5291684546640941
72,0.36214774250984194,0.5262823573180607
73,0.3755375110051211,0.42968512432915823
74,0.3721498748835395,0.4868339257580893
75,0.3645315471817465,0.4741753020456859
76,0.38072554521700913,0.6219670942851475
77,0.3597554608302958,0.4266014311994825
78,0.35211511955541724,0.5123090616294316
79,0.3610830494586159,0.5202375139508929
80,0.3609512926901088,0.49065678460257395
81,0.3650723034844679,0.4228727604661669
82,0.3480786341078141,0.42627908076558796
83,0.342770990729332,0.37668222401823315
84,0.34930921828045564,0.7862463082586016
85,0.3455111165257061,0.39442923026425497
86,0.35144164965433233,0.3921823075839451
87,0.34124688909334294,0.4475152705396925
88,0.34584295854848973,0.43823191949299406
89,0.3360553455703399,2.36367096219744
90,0.34093518555164337,0.4414272414786475
91,0.3330198314260034,0.4501479459660394
92,0.3582650356432971,0.4800651286329542
93,0.3433934848098194,0.885871308190482
94,0.3541115061325185,0.4128453880548477
95,0.3245593537302578,1.7257212230137415
96,0.34536464284448065,0.38129531485693796
97,0.3336748820893905,0.5194321657930102
98,0.33671693363610433,0.4507781075579779
99,0.32832959241726817,0.41046053384031567
100,0.32515528622795553,0.4448667232479368
101,0.33296639235580666,0.718996890953609
102,0.32285987331586724,0.48649219955716816
103,0.3200284901787253,0.602120463337217
104,0.32315177619457247,0.5885437620537621
105,0.3313403078738381,0.49471090946878704
106,0.32290214002132417,0.44266655828271595
107,0.30794228280291835,1.765972035271781
108,0.31365588622934676,0.41574959669794354
109,0.30281699299812315,0.40031397555555615
110,0.31603689351502584,0.4054104728358133
111,0.32087564345668346,0.3890084666865213
112,0.30878598462132845,0.5830485948494503
113,0.321971040613511,0.449646641101156
114,0.32330957633607527,0.41857141469206127
115,0.31857076445046595,0.42669779488018583
116,0.31231375547016366,0.37189577307019916
117,0.3122237670070985,0.4681851395538875
118,0.3131158413255916,0.40313305599348886
119,0.31408934417892903,0.43055605462619234
120,0.30190689949428334,0.42282734172684805
121,0.31242977941737454,0.46310232153960634
122,0.3017782435697668,0.4777393809386662
123,0.3137975920649136,1.029122872012002
124,0.3139602285974166,0.47023512210164753
125,0.30226659844903386,0.46306025769029346
126,0.2995278893148198,0.45288053154945374
127,0.29377692569704617,0.4932527563401631
128,0.30197941976435044,0.6288440823554993
129,0.29735979437828064,0.43543546327522825
130,0.2970966465332929,0.426288834639958
131,0.2984258227488574,0.36582812879766735
132,0.3002005512223524,0.34331781949315754
133,0.2885550963528016,0.43367808205740793
134,0.28659808512996227,0.3833495250770024
135,0.28658242453547084,0.36857488112790243
136,0.28663387386237876,0.3618005471570151
137,0.28831366300582884,0.40671863087585997
138,0.29386508412220896,0.3424515000411442
139,0.2977567115250756,0.3593123470033918
140,0.2905217482763178,0.4434830503804343
141,0.28329362062846913,0.47299948760441374
142,0.28782440090880673,0.4451084328549249
143,0.29025193593081305,0.4971982730286462
144,0.2764467057059793,0.4633671087878091
145,0.2855430196313297,0.4799922725984028
146,0.28854387165868983,0.40656001014368875
147,0.2915520257809583,0.42185257375240326
148,0.27036268816274756,0.43928387122494833
149,0.2753449313780841,0.46295265001910074
150,0.26785785240285537,0.4049992689064571
151,0.2785781848080018,0.41429611827645985
152,0.2637229584595736,0.34142143172877176
153,0.29299551651758304,0.6776528784206935
154,0.26722198724746704,0.3411932374749865
155,0.27031003254301406,0.4391528240271977
156,0.26445873817976784,0.38675386777945925
157,0.26389103847391465,0.4260577836206981
158,0.2627593221033321,0.35863761603832245
159,0.2672338838086409,0.5122118017503193
160,0.2698497548699379,0.35414438588278635
161,0.2712613479179494,0.4633950654949461
162,0.277931766650256,0.4225806636469705
163,0.26134463715202666,0.40456015935965944
164,0.2736452004488777,0.4722896580185209
165,0.26698318597148446,0.3725799173116684
166,0.2548340240822119,0.3651852841888155
167,0.2748886357335483,0.40104895404406954
168,0.24791655487873976,0.40075033051627024
169,0.2594468817991369,0.4349861294031143
170,0.24916697477593142,0.3990304470062256
171,0.26917616873979566,0.37584294165883747
172,0.26631323563701964,0.3461262562445232
173,0.2571581070913988,0.3572142741509846
174,0.2653656298623365,0.39002267377717154
175,0.27793705621186426,0.3460635564156941
176,0.2614034964757807,0.4500000221388681
177,0.24731716636349174,0.3526722661086491
178,0.26388894950642305,0.38489681482315063
179,0.2627859981621013,0.3322075115782874
180,0.25766049667316326,0.41079244230474743
181,0.2527670244960224,0.41784347168036867
182,0.2500438865493326,0.4357273834092276
183,0.24535945899346295,0.48997324279376436
184,0.25528640571762534,0.3577622175216675
185,0.24646259993314742,0.41697460625852856
186,0.2616643041372299,0.42759482988289427
187,0.2477305323762052,0.4620135852268764
188,0.2570484756546862,0.4846721291542053
189,0.25249604214640226,0.37660559586116243
190,0.25124414484290514,0.3584271626813071
191,0.24284973337369806,0.39872807264328003
192,0.23945858390892252,0.4722249891076769
193,0.24993946683757445,0.38693270087242126
194,0.2407948728869943,0.3507885698761259
195,0.23774436361649456,0.43564618698188234
196,0.2403017810162376,0.4739598057099751
197,0.24450032307821162,0.41528973834855215
198,0.24463504587902743,0.3642324081489018
199,0.23606264521093928,0.3424275368452072
200,0.2492340080878314,0.3951498142310551
201,0.23340829347862918,0.3538460923092706
202,0.24030715726754245,0.419148713350296
203,0.24016150797114652,0.3345152565411159
204,0.2396340846138842,0.3555776583296912
205,0.2548284681404338,0.376188331416675
206,0.2543296423028497,0.36836532822677065
207,0.2440070168060415,0.36832145495074137
208,0.23149475499111064,0.31171374022960663
209,0.24690491259098052,0.3696552493742534
210,0.24056805144338048,0.41321336797305513
211,0.22694196043645634,0.41258783851351055
212,0.22227912264711716,0.4983006034578596
213,0.22977176545297398,0.450328671506473
214,0.22796602301737842,0.4263061774628503
215,0.22841652500278808,0.4127402348177774
216,0.22588329981355107,0.3438316604920796
217,0.23269066197030686,0.36126724098409924
218,0.23725663265761207,0.40586035379341673
219,0.23513652638477436,0.3363753003733499
220,0.238758665673873,0.34457226736204966
